station_id,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,altim_in_hg
KMGC,41.7048,-86.8183,25,20,320,5,30.13
KMFV,37.646,-75.763,,,0,0,30.18
KMEZ,34.5414,-94.1918,32.1,20.2,VRB,3,30.11
KMEV,38.9963,-119.75,36,-3,310,7,30.14
KMDZ,45.1013,-90.3064,27.6,17.6,200,8,30.11
KMDS,44.0141,-97.0817,29,21,170,15,29.97
KMDQ,34.866,-86.559,33.7,13.5,330,4,30.10
KMDD,32.0359,-102.1,34.2,10,160,8,30.12
KMCX,40.7127,-86.7649,27.9,19.7,210,4,30.10
KMCD,45.866,-84.634,25.3,15.8,280,8,30.11
KMCC,38.678,-121.403,39,12,310,5,29.77
KMBY,39.464,-92.4244,31,17,180,5,30.08
KMBT,35.8767,-86.3793,35,17,350,7,30.07
KMBO,32.4385,-90.1014,34,20,0,0,30.07
KMAW,36.5945,-89.9865,27,20,330,11,30.14
KMAO,34.1852,-79.3341,26,26,80,10,30.07
KMAN,43.582,-116.521,34,9,VRB,5,29.99
KM91,36.5363,-86.919,33,21,VRB,4,30.09
KM75,48.3686,-107.919,34,8,320,13,29.88
KM40,33.8755,-88.4872,35,18,VRB,3,30.09
KM30,37.1824,-88.7487,30.4,21.4,260,5,30.12
KM25,36.764,-88.5829,32,22,270,7,30.12
KM21,37.2291,-87.1542,32.2,21.4,280,4,30.10
KM02,36.1289,-87.4283,33,17,VRB,3,30.10
KM01,35.2004,-90.0548,32.6,20.8,300,5,30.09
KLYV,43.6217,-96.214,28,19,150,13,30.01
KLYO,38.343,-98.2266,35.2,18.8,170,15,29.95
KLXY,31.6446,-96.5122,32,21.7,,,30.08
KLXN,40.7915,-99.775,31.2,20.7,190,8,29.99
KLXL,45.9509,-94.3441,28,16,150,10,30.02
KLWA,42.3476,-86.2578,27.3,19.4,300,7,30.12
KLVN,44.6252,-93.2273,29,17,160,8,30.06
KLVL,36.7723,-77.7925,25.4,24.4,140,4,30.15
KLUX,34.508,-81.949,33,20,70,5,30.07
KLUM,44.8936,-91.8665,29.5,18,180,9,30.08
KLUL,31.6682,-89.1705,33,22.5,220,5,30.08
KLUG,35.5082,-86.8055,33,15,30,6,30.08
KLUD,33.2568,-97.5826,34.6,15.8,160,6,30.07
KLUA,38.667,-78.501,30,19,90,8,30.15
KLRY,38.6074,-94.3453,32,22,170,6,30.06
KLRU,32.2884,-106.913,35.3,2.1,130,5,30.19
KLRO,32.8982,-79.7796,27,27,0,0,30.03
KLRJ,42.7771,-96.195,29,23,140,14,29.97
KLQK,34.8069,-82.7047,34.1,17,0,0,30.08
KLOM,40.1376,-75.2684,25.7,21.8,110,3,30.18
KLNP,36.9884,-82.524,29,12,30,8,30.21
KLNN,41.6839,-81.3896,26.7,16.9,30,6,30.13
KLNL,46.1515,-89.2108,28.6,12.4,260,4,30.12
KLNC,32.5832,-96.7209,34,19.8,140,7,30.07
KLNA,26.5925,-80.0848,32.3,23.8,150,7,30.09
KLMS,33.15,-89.063,34,17,0,0,30.12
KLMO,40.1612,-105.16,37.9,0.9,0,0,30.10
KLLN,33.556,-102.375,33,9,160,6,30.17
KLKU,38.0085,-77.9681,25.2,21.8,60,7,30.17
KLKR,34.7266,-80.8532,30,24,0,0,30.07
KLJF,45.0948,-94.5084,28,16,150,9,30.02
KLHM,38.9148,-121.352,37,14,300,5,29.78
KLHB,30.8693,-96.6207,27.8,20.9,140,5,30.11
KLGC,33.0093,-85.0717,34,16.3,350,5,30.09
KLDM,43.9614,-86.4107,26.7,14.5,250,8,30.12
KLCQ,30.1838,-82.5684,33,18,270,7,30.04
KLBO,37.6449,-92.6544,27,18,220,6,30.15
KLAM,35.8789,-106.262,29.5,7.2,60,5,30.35
KL35,34.2626,-116.855,28,-2,60,6,30.32
KL18,33.3551,-117.249,27,18,260,7,29.89
KL08,33.2604,-116.323,40,15,0,0,29.78
KKY8,37.953,-86.8592,28,22,180,7,30.10
KKNB,37.0078,-112.53,38,0,0,0,30.14
KK88,37.8692,-95.384,32,23,200,12,30.01
KK83,39.9053,-95.7747,31.3,21.3,160,8,30.03
KK82,39.7606,-98.7957,37.1,19,140,15,29.96
KK62,38.7018,-84.3964,32,18,290,4,30.09
KJZP,34.4542,-84.4597,30.7,15.2,260,5,30.13
KJZI,32.7025,-80.0058,28,26,0,0,30.04
KJYR,40.8942,-97.6258,30,22,150,8,29.97
KJYO,39.0826,-77.5605,27,21,150,5,30.18
KJYM,41.9197,-84.5853,27.5,12.9,110,5,30.14
KJYL,32.6459,-81.5894,34.6,21.8,10,6,30.03
KJYG,43.9855,-94.5527,28,21,160,12,30.01
KJXI,32.7036,-94.9471,32.9,18.3,140,5,30.08
KJWY,32.456,-96.914,34.1,20.6,180,7,30.08
KJWG,35.863,-98.423,37.7,14.5,170,12,30.03
KJVY,38.3692,-85.7366,31,22,230,9,30.07
KJTC,34.1292,-109.309,31,3,0,0,30.34
KJSY,45.3556,-117.254,30.3,-1.8,0,0,30.12
KJSV,35.4381,-94.8012,33,22,220,9,30.06
KJSO,31.869,-95.2145,32.1,21.2,180,7,30.12
KJRO,38.9861,-82.5756,31,17,210,3,30.11
KJPX,40.9605,-72.2511,26.3,22.4,220,13,30.18
KJOT,41.5176,-88.179,30,18.6,0,0,30.11
KJMR,45.8885,-93.269,28,16,180,10,30.09
KJKJ,46.8404,-96.6545,29,17,160,18,29.93
KJHN,37.5782,-101.73,38.4,6.2,210,10,30.00
KJFZ,37.0634,-81.7969,29.4,13.9,30,3,30.20
KJFX,33.9008,-87.3092,37,15,0,0,30.08
KJES,31.5521,-81.8896,36,21,60,4,30.04
KJDD,32.7403,-95.4945,33,21,0,0,30.08
KJCA,34.1739,-83.5583,32.5,17.1,140,7,30.09
KJAS,30.8904,-94.0332,30,23,0,0,
KJAQ,38.3742,-120.794,37.8,9.2,290,6,29.90
KIZA,34.6059,-120.076,28,15,VRB,3,29.88
KIYA,29.976,-92.0826,32.3,25.9,160,3,30.07
KIUA,42.9058,-77.3227,27.7,17.4,130,3,30.15
KISQ,45.9729,-86.1728,23.6,18.5,200,8,30.09
KIRS,41.8154,-85.4376,27,20,70,4,30.12
KIOB,38.0574,-83.9829,33,17,0,0,30.12
KINJ,32.0844,-97.0959,35.6,20.7,200,7,30.06
KINF,28.8062,-82.319,32,22,350,5,30.06
KIMS,38.7515,-85.4689,30,22,0,0,30.12
KIMM,26.4321,-81.4073,32,26,VRB,4,30.08
KIKW,43.6643,-84.2613,29,16,VRB,3,30.12
KIKV,41.6878,-93.5695,29,20,150,12,30.04
KIKT,28.5208,-88.2889,30,24,0,0,30.11
KIKK,41.0687,-87.8537,27.9,18.4,0,0,30.12
KIKG,27.5464,-98.0292,31.7,23.6,120,7,30.04
KIJX,39.774,-90.2419,28.8,20.3,0,0,30.09
KIIY,33.7797,-82.8135,33.8,15.6,320,5,30.07
KIIB,42.4544,-91.9504,27.7,20.1,140,11,30.11
KIGQ,41.5412,-87.5282,27.5,20.5,60,7,30.11
KIFA,42.4691,-93.2651,28.2,19.2,160,10,30.08
KIER,31.736,-93.1003,33.8,19.8,0,0,30.09
KIDI,40.6337,-79.1036,30,15,VRB,3,30.18
KICL,40.7242,-95.0222,30,,190,9,30.03
KIBM,41.1894,-103.671,34.9,7.8,110,6,30.10
KI95,40.6142,-83.6374,29,21,VRB,4,30.10
KI75,41.0472,-93.6876,29.6,20.6,140,10,30.05
KI74,40.1314,-83.757,27,21,300,5,30.12
KI68,39.4664,-84.2532,25,25,140,4,30.12
KI63,39.9883,-90.8023,28.1,20.5,150,5,30.10
KI35,36.8577,-83.3586,33,17.4,290,3,30.13
KI23,39.5697,-83.4239,30,20,280,4,30.11
KI16,37.5998,-81.5589,34.3,12,,,30.18
KHZX,46.6189,-93.3128,28,15,210,11,30.05
KHZR,30.718,-91.48,31.7,22.9,0,0,30.08
KHZL,40.9845,-75.9901,23,20,150,3,30.25
KHZE,47.288,-101.577,33,21,200,7,29.88
KHZD,36.089,-88.4654,32,21,0,0,30.10
KHYX,43.4319,-83.8648,28,18,300,4,30.11
KHWY,38.5876,-77.715,25.8,21.4,0,0,30.17
KHVS,34.4065,-80.1198,23,22,0,0,30.09
KHVE,38.418,-110.704,38,0,180,6,
KHVC,36.8603,-87.4478,32,21,250,5,30.10
KHTH,38.5448,-118.631,37,-6,310,10,30.09
KHSP,37.9531,-79.8285,25.3,18,110,6,30.28
KHSG,43.7178,-108.385,33.7,3.6,80,6,30.09
KHSD,35.6018,-97.7093,36,19,180,19,30.01
KHSB,37.8128,-88.5449,25.9,22.5,0,0,30.12
KHRX,34.8628,-102.32,34.9,5.8,170,10,30.15
KHRF,46.2575,-114.127,29,9,360,4,30.05
KHQU,33.5279,-82.518,,,350,3,30.05
KHQG,37.1647,-101.371,38,9,180,13,30.02
KHPT,42.7175,-93.2244,27,18,140,8,30.07
KHOE,31.0561,-82.7726,32.7,22,270,5,30.05
KHNR,41.5841,-95.3358,30,24,160,10,30.01
KHMZ,40.0863,-78.5167,32.2,12.7,0,0,30.12
KHMT,33.7303,-117.027,35,14,250,5,29.89
KHMP,33.3916,-84.3312,33.4,17.1,10,6,30.12
KHLB,39.3463,-85.2602,29,26,0,0,30.10
KHJH,40.1493,-97.5872,31,21.9,150,8,29.97
KHII,34.5659,-114.352,43,10,210,11,29.80
KHHW,34.0308,-95.5401,32,20,200,7,30.07
KHHG,40.8543,-85.4543,27.6,19.8,0,0,30.11
KHHF,35.8929,-100.405,39.6,8.4,230,10,30.01
KHFY,39.628,-86.088,30.4,17,240,4,
KHFJ,36.9105,-94.0099,29,21,160,12,30.11
KHEQ,40.5715,-102.277,35,13,110,9,30.01
KHEG,30.2771,-81.8087,35,20,230,6,30.04
KHDE,40.4496,-99.3363,33.5,21.4,150,11,29.97
KHDC,30.5237,-90.4176,30.3,24.2,220,5,30.08
KHCR,40.4774,-111.433,32.6,2.8,0,0,30.19
KHCO,48.7524,-96.9376,30,23,160,12,29.91
KHCD,44.8597,-94.3855,28.7,13,180,9,30.04
KHBV,27.3516,-98.7415,28.8,22.8,160,3,30.07
KHAI,41.9591,-85.5933,28.2,19.6,150,4,30.12
KHAF,37.5136,-122.5,15,14,220,6,29.91
KHAE,39.7262,-91.4425,30,22,140,5,30.09
KGZS,35.1533,-87.0543,35,16,VRB,4,30.08
KGZL,35.2913,-95.0956,35,21,VRB,5,30.17
KGYL,44.7588,-94.0905,28.8,15.7,150,7,30.03
KGYF,26.1292,-94.8981,29.4,24.8,140,9,30.06
KGYB,30.1714,-96.9785,26.2,22.6,0,0,30.14
KGWR,46.2185,-97.6396,30,25,170,12,29.92
KGWB,41.3061,-85.0585,28,19,0,0,30.12
KGVT,33.0669,-96.0614,33.5,21.1,140,10,30.08
KGRN,42.8039,-102.181,34.6,6.6,0,0,30.01
KGPC,39.635,-86.816,28.3,20.5,0,0,30.11
KGOP,31.4208,-97.7951,34,20,VRB,6,30.07
KGOO,39.224,-121.003,38,4,0,0,30.01
KGNG,42.9155,-114.765,34,7,240,8,30.08
KGNC,32.678,-102.65,34.1,10.3,170,8,30.19
KGNB,40.0904,-105.911,,,290,12,30.42
KGMJ,36.607,-94.7369,33,22,170,10,30.05
KGLY,38.3572,-93.6774,30,20,160,15,30.06
KGLW,37.0337,-85.9523,31.1,20.9,0,0,30.11
KGLE,33.6525,-97.1981,34.1,16.5,140,9,30.09
KGKT,35.8568,-83.5333,33,16,60,8,30.09
KGIC,45.9411,-116.133,28,5,40,4,30.09
KGHW,45.6456,-95.3187,28,18,150,11,30.03
KGHG,42.0961,-70.6769,29,23,230,11,30.15
KGGP,40.7127,-86.3673,27,20,180,3,30.12
KGGI,41.7097,-92.7332,29.2,21.5,130,10,30.09
KGGF,40.871,-101.734,33,18,140,10,30.01
KGGE,33.3138,-79.3187,28,26,250,5,30.03
KGDK,39.6935,-83.9896,27,23,0,0,30.11
KGDB,44.7521,-95.5591,30,18.3,160,13,30.01
KGDA,37.3344,-88.1095,27.1,20.7,310,5,30.14
KGCY,36.1924,-82.8135,31,13,330,5,30.12
KGCM,36.2918,-95.4825,33,25,190,13,30.03
KGCD,44.4029,-118.967,31.7,2.8,290,3,30.08
KGBK,27.2039,-92.2025,32,25,0,0,30.08
KGBG,40.9329,-90.4334,30.7,23,140,3,30.11
KGAO,29.4352,-90.2599,32,22.1,200,4,30.08
KGAF,48.4081,-97.3694,31,20,180,11,29.91
KFZG,31.684,-83.2712,33.7,18.9,330,6,30.06
KFYM,35.0603,-86.5656,33,17,80,4,30.12
KFYJ,37.5224,-76.7663,24.6,23.3,0,0,30.15
KFYG,38.5877,-90.9915,31,23,VRB,4,30.08
KFYE,35.2061,-89.3929,32,20,290,3,30.10
KFXY,43.2323,-93.6237,27,18,150,13,30.07
KFWC,38.3796,-88.4135,29.3,21.7,0,0,30.09
KFWB,36.6933,-93.4049,28,21,VRB,4,30.13
KFVX,37.363,-78.4372,24.4,23.9,50,6,30.14
KFTN,28.2111,-100.024,29,23,130,14,30.08
KFSW,40.6615,-91.3267,29,21,140,6,30.08
KFSK,37.796,-94.7676,32.2,22.4,180,17,30.03
KFSE,47.589,-95.773,27,17,210,13,29.97
KFRR,38.9169,-78.2487,28,18,100,8,30.15
KFRH,38.5034,-86.6442,29,17,310,5,30.11
KFPY,30.0719,-83.5731,35,17.6,360,6,30.05
KFPK,42.5764,-84.8125,27,19,100,3,30.12
KFOT,40.5529,-124.134,15,14,310,10,29.95
KFOM,38.9618,-112.36,39,-15,,,30.15
KFOA,38.6673,-88.4527,30,22,0,0,30.10
KFMM,40.3315,-103.807,36,12,170,7,30.03
KFLY,38.9439,-104.568,35.6,-0.4,360,12,30.25
KFKS,44.6246,-86.1985,28.6,12.3,230,8,30.12
KFKR,40.2748,-86.5644,28,21,0,0,30.10
KFKN,36.6984,-76.9032,22.4,21.6,150,4,30.17
KFKA,43.677,-92.174,28,19,170,11,30.09
KFHB,30.6131,-81.4623,32,25,130,10,30.02
KFGX,38.5383,-83.7467,31.8,17.1,280,4,30.11
KFGN,49.318,-94.902,27,16,220,5,29.96
KFFX,43.4417,-85.9936,29.2,16,0,0,30.11
KFFM,46.2865,-96.1534,28,22,180,16,29.97
KFFL,41.0521,-91.9834,29,18,180,6,30.08
KFET,41.4489,-96.5237,29.7,21.9,130,9,29.99
KFEP,42.2475,-89.581,28.3,15.9,130,4,30.14
KFDW,34.3151,-81.1119,31,22,30,5,30.06
KFCH,36.7338,-119.82,38,13,270,7,29.81
KFBR,41.3941,-110.406,32.8,-8.4,290,9,30.36
KFBL,44.3298,-93.3119,29,17,140,9,30.06
KF46,32.9322,-96.4349,33.2,20.1,160,6,30.07
KF44,32.165,-95.829,32,22,170,7,30.07
KF17,31.8277,-94.154,32,22,170,4,30.10
KF05,34.2283,-99.2834,37.9,14.9,170,11,30.04
KF00,33.6158,-96.1809,35,19.7,190,10,30.07
KEZZ,39.729,-94.2785,29.8,22.3,160,8,30.05
KEZS,44.787,-88.5639,30.2,18.5,240,6,30.09
KEZP,28.2198,-92.7944,30,24,VRB,3,30.10
KEZM,32.2136,-83.1321,34,17,0,0,30.07
KEZF,38.2685,-77.448,26.7,23.2,40,5,30.13
KEVU,40.3524,-94.9137,30.8,23.9,150,12,30.02
KETO,28.0336,-89.1008,,,0,0,30.10
KETN,32.4164,-98.8113,32.7,17.5,80,5,30.08
KETB,43.4225,-88.1326,28,13,150,3,30.12
KERY,46.3151,-85.4568,26.6,16.5,190,6,30.11
KERV,29.9779,-99.0872,29.7,19.8,90,12,30.11
KEQA,37.7753,-96.8145,36,18,170,11,29.98
KEOK,40.4615,-91.4274,29,19,190,6,30.08
KEOE,34.3062,-81.6413,33,19,340,3,30.08
KENL,38.5095,-89.09,30.6,23.2,280,5,30.10
KEMV,36.6858,-77.485,22.5,21.4,0,0,30.16
KEMM,41.8224,-110.555,32,-7,300,15,30.36
KELO,47.8287,-91.8371,28,13,210,7,30.03
KELK,35.4261,-99.3926,36.7,13.3,190,10,30.03
KELA,29.602,-96.3239,24.5,23.3,,,30.10
KEKX,37.6924,-85.9204,30.6,20.1,300,8,30.10
KEKS,45.276,-111.65,32,1,220,9,30.17
KEKM,41.7222,-86,28,19.7,0,0,30.10
KEKE,28.4971,-91.5702,33,23,0,0,30.03
KEIK,40.0117,-105.05,37.4,-2.1,350,7,30.08
KEHY,41.725,-106.459,,,270,14,30.29
KEHA,37.0011,-101.88,37.9,8.2,180,15,30.07
KEGV,45.9309,-89.267,28.5,12.4,250,6,30.11
KEGT,37.3251,-97.3901,36.8,18.4,200,15,29.97
KEFT,42.6196,-89.5931,27.5,15.8,100,4,30.13
KEFK,44.8886,-72.2296,25.3,19.2,0,0,30.17
KEDU,38.53,-121.788,37,13,0,0,29.79
KEDJ,40.3714,-83.8142,25,19,200,11,30.15
KEDC,30.3926,-97.5621,26,24,180,5,30.09
KECS,43.8845,-104.312,35,-1,330,9,30.04
KEBG,26.4433,-98.1255,32,25,110,13,30.02
KEBA,34.0957,-82.8121,33.3,19.9,60,4,30.07
KEAN,42.0563,-104.939,33.9,3,0,0,30.09
KE42,36.2193,-101.194,38.7,6.1,220,13,30.05
KE41,31.1945,-101.473,32.7,11.3,120,5,30.13
KE38,30.3851,-103.68,30.8,7.4,140,8,30.24
KE16,37.0797,-121.598,30,13,140,7,29.86
KE11,32.3281,-102.528,34,10.6,130,6,30.15
KDZJ,34.8552,-84.0014,31,15.9,260,5,30.15
KDZB,30.521,-98.3574,25.3,21.9,80,8,30.10
KDYT,46.7231,-92.0438,31,17,210,13,30.00
KDYB,33.062,-80.28,27,26,0,0,30.02
KDYA,32.4641,-87.9504,34.9,16.1,0,0,30.07
KDXX,44.9839,-96.1789,31,21,180,16,29.98
KDWX,41.037,-107.5,32.8,-0.7,200,6,30.30
KDWA,38.5803,-121.854,38,14,0,0,29.80
KDUX,35.8608,-102.009,36.7,4.7,210,9,30.10
KDUH,41.7375,-83.6493,27.8,17.8,90,5,30.12
KDUA,33.9427,-96.3967,35,16,220,10,30.08
KDTL,46.8286,-95.8857,28,18,170,12,29.98
KDTA,39.3879,-112.504,37,-4,80,8,30.10
KDRP,35.1213,-90.8246,26,15,0,0,30.10
KDRM,46.009,-83.743,25,14.2,200,5,30.12
KDRI,30.8344,-93.3359,32.6,23.5,VRB,3,30.10
KDQH,31.4739,-82.8609,34.2,17.7,310,4,30.05
KDNV,40.2032,-87.5897,28.1,20.1,0,0,30.11
KDNS,41.9842,-95.38,,,160,13,30.03
KDNN,34.727,-84.8733,33.7,15.6,VRB,3,30.06
KDNA,31.875,-106.694,34,3,120,14,30.17
KDLZ,40.281,-83.114,32,18,290,4,30.11
KDLL,43.5236,-89.7736,29.2,18.4,150,5,30.11
KDKX,35.9658,-83.8717,34,16,VRB,4,30.08
KDKR,31.3097,-95.4039,29,26,0,0,30.11
KDKB,41.9338,-88.7066,27.7,13.6,0,0,30.13
KDEH,43.2755,-91.7433,27,18,140,9,30.08
KDCY,38.6953,-87.1314,29.1,18.4,340,3,30.10
KDCM,34.7908,-81.1987,30,22,40,6,30.08
KDBN,32.5632,-82.9855,35,16,0,0,30.06
KD95,43.0675,-83.2702,25.1,19.9,170,4,30.15
KD73,33.7826,-83.6948,33,15.9,0,0,30.08
KD60,48.3834,-102.898,30,24,120,12,29.89
KD57,46.814,-101.864,34,20,VRB,4,29.86
KD50,48.9248,-103.296,29,20,120,10,29.86
KD39,45.7057,-94.9308,28,17.2,170,13,30.03
KD09,48.83,-100.417,30,22,120,9,29.87
KCZT,28.5204,-99.8192,31,23,200,3,30.04
KCZL,34.45,-84.936,34,16,270,5,30.07
KCYD,28.1694,-89.2228,30.7,23.3,80,3,30.12
KCXU,31.2141,-84.2358,34,19.2,270,3,30.07
KCXP,39.1905,-119.732,36,-4,0,0,30.15
KCXE,36.7923,-78.5027,22.8,22.8,170,8,30.17
KCWC,33.8629,-98.4914,35.5,17.2,180,11,30.05
KCVX,45.304,-85.2689,28,15.6,240,8,30.11
KCVH,36.8919,-121.41,28,12,250,13,29.86
KCVC,33.6312,-83.8482,34,15,340,6,30.07
KCVB,29.343,-98.8497,27.1,18.5,180,7,30.08
KCUL,38.0887,-88.1212,22.7,20.9,130,3,30.11
KCUH,35.949,-96.768,33.7,19.6,200,16,30.02
KCTJ,33.6313,-85.1538,31.7,14.9,250,3,30.15
KCSQ,41.0188,-94.361,28,24,170,10,30.04
KCSB,40.307,-100.162,33,19,140,11,29.96
KCRX,34.9209,-88.6071,33,21,340,5,30.09
KCQW,34.7128,-79.9622,24,23,240,9,30.08
KCQM,47.8199,-92.6817,29,13,210,8,30.01
KCQF,30.4618,-87.8749,31,24,210,3,30.08
KCQB,35.7223,-96.8187,33.3,23,180,16,30.04
KCPW,37.464,-106.804,11,5,230,8,30.82
KCPU,38.1445,-120.645,40.8,7.4,350,6,29.86
KCPT,32.3526,-97.435,34,19,190,7,30.07
KCPP,33.5991,-83.1401,33,17,VRB,3,30.05
KCPK,36.6631,-76.3264,27.6,23.2,20,7,30.12
KCPF,37.3869,-83.2593,31,16,0,0,30.12
KCOQ,46.6986,-92.5034,29,14,220,8,30.04
KCOM,31.8415,-99.4058,33,14,,,30.09
KCNI,34.31,-84.424,31.2,15.5,0,0,30.11
KCNC,41.0185,-93.3608,29,23,150,8,30.05
KCNB,44.7297,-96.2623,29,18,150,9,29.99
KCMR,35.3016,-112.197,29,5,310,10,30.32
KCMD,34.2722,-86.8583,32,19,330,5,30.12
KCLW,27.9741,-82.7563,30,23,250,4,30.07
KCLS,46.6774,-122.986,23,14,20,8,30.08
KCLK,35.5381,-98.9336,36,14,190,13,30.03
KCLI,44.6152,-88.7313,29,17.6,220,7,30.10
KCKZ,40.3864,-75.2953,26,23,0,0,30.18
KCKP,42.7304,-95.5538,29,22,170,12,30.02
KCKN,47.8404,-96.6201,30,16,190,17,29.91
KCKM,34.2945,-90.5146,34,34,0,0,30.10
KCKI,33.7187,-79.8567,25,23,0,0,30.05
KCKF,31.9889,-83.7739,33.5,17.6,350,3,30.06
KCKC,47.8366,-90.3864,26,6,200,9,30.06
KCJR,38.5261,-77.8574,25.8,20.9,0,0,30.17
KCIR,37.0639,-89.2232,31.7,24,240,10,30.11
KCIN,42.0444,-94.7888,,,150,11,30.02
KCHK,35.0927,-97.9709,35.6,19.4,0,0,30.01
KCGC,28.866,-82.5741,33,20,290,9,30.06
KCFS,43.4624,-83.4428,26.1,19.3,240,3,30.13
KCFJ,39.9767,-86.9148,26.7,16,310,3,30.11
KCFE,45.1601,-93.846,29,16,170,7,30.04
KCFD,30.7171,-96.3347,27.2,22.2,,,30.14
KCEY,36.664,-88.372,31,23,220,6,30.12
KCDN,34.2815,-80.5636,25,24,50,8,30.09
KCDI,39.976,-81.577,31.2,17.6,10,4,30.11
KCDH,33.619,-92.765,35,17,0,0,30.09
KCDA,44.5677,-72.0191,25.7,20.3,0,0,30.18
KCCY,43.073,-92.6132,28,19,150,9,30.08
KCCU,39.475,-106.152,20,-11,280,21,30.79
KCCO,33.3107,-84.7713,31.9,13.9,70,3,30.12
KCCB,34.1118,-117.685,28,18,250,4,29.90
KCCA,35.5946,-92.4455,32,20,0,0,30.12
KCBK,39.4301,-101.051,37.1,11.9,120,13,30.01
KCBF,41.2611,-95.7604,29,25,140,13,29.98
KCAV,42.743,-93.7592,,,140,10,30.06
KCAD,44.2785,-85.4207,28,12,VRB,2,30.13
KC99,39.869,-105.553,22,-5,310,13,30.66
KC83,37.8276,-121.624,38,13,30,7,29.79
KC75,41.0231,-89.3886,28.5,19.4,,,30.10
KC65,41.3636,-86.2998,28,20,0,0,30.10
KC35,43.5261,-89.9809,28.7,18.7,110,6,30.10
KC29,43.1153,-89.5312,28.4,16.8,110,5,30.12
KC09,41.4317,-88.4152,28.5,20.1,0,0,30.10
KC08,38.0138,-105.373,26,-5,VRB,6,30.43
KC07,40.3544,-106.699,21,0,320,6,30.66
KBYY,28.9717,-95.8584,29.7,23.9,50,6,30.09
KBYL,36.7954,-84.2013,32,17,20,4,30.12
KBXK,33.4178,-112.688,40,12,130,6,29.85
KBXA,30.8104,-89.8627,32.2,1,200,5,30.08
KBWW,46.1656,-103.296,35,8,VRB,3,29.94
KBWP,46.2444,-96.6046,30,20,150,15,29.93
KBVU,35.9489,-114.863,41,8,150,13,29.87
KBVS,48.4696,-122.419,21,20,310,5,30.08
KBVN,41.7301,-98.0546,31,21.2,170,11,29.98
KBVI,40.7735,-80.3825,31.7,13.5,40,5,30.15
KBUU,42.6908,-88.308,27.8,15.1,0,0,30.13
KBTN,45.8186,-97.7457,30,21,170,15,29.90
KBTA,41.415,-96.109,29.7,23.2,130,5,30.00
KBRY,37.8079,-85.5011,31,20.9,270,7,30.08
KBRG,34.6477,-106.833,33.9,4.5,170,6,30.22
KBQP,32.7583,-91.8793,32,18.5,0,0,30.09
KBQK,31.2567,-81.4754,29.2,22.7,140,9,30.02
KBPG,32.2097,-101.525,35.5,11.2,130,7,30.10
KBPC,35.8913,-101.027,,,0,0,30.04
KBNW,42.0486,-93.8486,,,160,10,30.04
KBNL,33.2601,-81.387,34,20,270,4,30.02
KBMT,30.0686,-94.2155,30.3,22.5,320,3,30.09
KBMC,41.5463,-112.06,36.1,0.2,120,4,30.10
KBKN,36.7431,-97.3479,38,19,190,15,29.96
KBKD,32.7206,-98.8931,34.3,16.6,,,30.06
KBJI,47.5076,-94.9279,28.6,16.6,170,14,30.00
KBIJ,31.4,-84.8939,33,15,0,0,30.07
KBHC,31.712,-82.3902,33,20,360,5,30.03
KBGF,35.174,-86.0678,34,16,,,30.09
KBGE,30.9709,-84.6344,34,19.1,330,8,30.07
KBFA,45.166,-84.924,28,17,VRB,3,30.11
KBEC,37.694,-97.215,35.3,18.3,170,13,29.97
KBEA,28.3692,-97.7953,27.7,21.1,150,18,30.06
KBDU,40.0377,-105.227,37,3,60,5,30.10
KBDN,44.1006,-121.198,31,4,320,4,30.06
KBDH,45.1111,-95.1258,28,19,160,15,30.01
KBDG,37.587,-109.481,33.1,3.7,130,4,30.24
KBCK,44.2499,-90.85,29.7,16.9,220,5,30.08
KBCB,37.208,-80.4127,26.2,18.4,80,5,30.23
KBBP,34.6228,-79.7354,24,24,200,5,30.08
KBAX,43.7774,-82.9828,19.7,16.6,30,16,30.14
KBAM,40.6048,-116.872,38,-1,360,7,30.14
KBAC,46.9419,-98.0179,29,23,180,15,29.91
KAZE,31.8792,-82.6454,33.2,18.8,0,0,30.03
KAZC,36.959,-113.013,41,5,0,0,30.13
KAYS,31.2466,-82.4014,35,19.4,10,3,30.03
KAXX,36.422,-105.29,15.5,5.6,330,22,30.55
KAXV,40.4959,-84.2929,28,20,210,5,30.11
KAXS,34.6963,-99.3402,38,14,160,13,30.01
KAXA,43.0796,-94.2723,,,170,16,30.04
KAWG,41.2749,-91.6746,28,18,170,10,30.07
KAVK,36.7765,-98.6724,37,17,190,13,29.95
KAVC,36.6854,-78.0523,24.6,23.3,160,7,30.19
KAUN,38.9553,-121.087,39,12,280,8,29.89
KAUH,40.8966,-97.9974,30.9,22.7,140,8,29.98
KATS,32.8524,-104.464,35,7,130,8,30.16
KATP,27.1956,-90.0269,31,25,,,30.11
KATA,33.1017,-94.1937,33.3,22.9,VRB,3,30.06
KASW,41.274,-85.842,28.1,20.1,150,3,30.11
KASN,33.569,-86.0519,36,14,VRB,6,30.07
KASL,32.5207,-94.3066,32.4,24,VRB,4,30.07
KARW,32.4104,-80.6335,29,23,150,5,30.02
KARM,29.2515,-96.1508,28.1,23.6,50,6,30.10
KAQX,32.9941,-81.271,34,22,0,0,30.00
KAQO,30.7873,-98.6608,33,18,0,0,30.05
KAPY,26.969,-99.249,29.6,24.1,140,4,30.05
